,open_date,close_date,open_price,close_price,gain,total,position
0,2019-05-09 00:00:00-04:00,2019-06-05 00:00:00-04:00,16.131999969482422,13.105999946594238,0.18757748751627784,118.75774875162779,Short
1,2019-06-05 00:00:00-04:00,2019-07-25 00:00:00-04:00,13.105999946594238,15.254667282104492,0.16394531850037222,138.22752569510058,Long
2,2019-07-25 00:00:00-04:00,2019-07-30 00:00:00-04:00,15.254667282104492,16.150667190551758,-0.05873611609335972,130.1085776985753,Short
3,2019-08-14 00:00:00-04:00,2019-08-19 00:00:00-04:00,14.641332626342773,15.121999740600586,-0.032829464812034484,125.83718272527605,Short
4,2019-08-19 00:00:00-04:00,2019-08-23 00:00:00-04:00,15.121999740600586,14.09333324432373,-0.06802450164808699,117.27717108158988,Long
5,2019-08-29 00:00:00-04:00,2019-09-20 00:00:00-04:00,14.780667304992676,16.041332244873047,0.08529147662058116,127.2799141770232,Long
6,2019-09-20 00:00:00-04:00,2019-10-14 00:00:00-04:00,16.041332244873047,17.130666732788086,-0.06790798116304836,118.6365921626555,Short
7,2019-09-23 00:00:00-04:00,2019-10-14 00:00:00-04:00,16.082000732421875,17.130666732788086,0.06520743393899141,126.37257990884893,Long
8,2019-10-21 00:00:00-04:00,2019-10-24 00:00:00-04:00,16.899999618530273,19.978666305541992,-0.18216963056236202,103.35133371364135,Short
9,2019-10-22 00:00:00-04:00,2019-10-24 00:00:00-04:00,17.038667678833008,19.978666305541992,0.17254862188323092,121.18446391572407,Long
10,2019-11-22 00:00:00-05:00,2019-12-16 00:00:00-05:00,22.202667236328125,25.433332443237305,-0.14550797760113918,103.55115765466883,Short
11,2019-12-10 00:00:00-05:00,2019-12-16 00:00:00-05:00,23.256000518798828,25.433332443237305,0.0936245216660726,113.24608525805527,Long
12,2020-02-05 00:00:00-05:00,2020-02-11 00:00:00-05:00,48.97999954223633,51.62533187866211,-0.05400841896996475,107.12984323872988,Short
13,2020-02-13 00:00:00-05:00,2020-02-14 00:00:00-05:00,53.599998474121094,53.33533477783203,-0.004937755668348502,106.60086224802855,Long
14,2020-02-14 00:00:00-05:00,2020-02-19 00:00:00-05:00,53.33533477783203,61.16133117675781,-0.14673192605849228,90.9591124108793,Short
15,2020-02-18 00:00:00-05:00,2020-02-19 00:00:00-05:00,57.22666549682617,61.16133117675781,0.06875580895325553,97.21307976635941,Long
16,2020-02-25 00:00:00-05:00,2020-03-24 00:00:00-04:00,53.32733154296875,33.66666793823242,0.3686789313448893,133.0534941273663,Short
17,2020-03-24 00:00:00-04:00,2020-04-02 00:00:00-04:00,33.66666793823242,30.29800033569336,-0.10005942995961142,119.74023735084751,Long
18,2020-04-03 00:00:00-04:00,2020-05-01 00:00:00-04:00,32.000667572021484,46.75466537475586,0.46105281302424916,174.94681061364702,Long
19,2020-05-01 00:00:00-04:00,2020-05-08 00:00:00-04:00,46.75466537475586,54.62799835205078,-0.16839673461861526,145.48633897436756,Short
20,2020-05-04 00:00:00-04:00,2020-05-08 00:00:00-04:00,50.74599838256836,54.62799835205078,0.076498642123788,156.61584635346782,Long
21,2020-06-12 00:00:00-04:00,2020-06-30 00:00:00-04:00,62.35200119018555,71.98733520507812,-0.15453127134609462,132.41380050352183,Short
22,2020-06-15 00:00:00-04:00,2020-06-30 00:00:00-04:00,66.05999755859375,71.98733520507812,0.08972657985987599,144.29483794895077,Long
23,2020-07-24 00:00:00-04:00,2020-08-13 00:00:00-04:00,94.46666717529297,108.06666564941406,-0.14396610868979687,123.5212716254155,Short
24,2020-07-27 00:00:00-04:00,2020-08-13 00:00:00-04:00,102.63999938964844,108.06666564941406,0.052870871902138,130.05194895471203,Long
25,2020-09-02 00:00:00-04:00,2020-11-23 00:00:00-05:00,149.1233367919922,173.9499969482422,-0.1664840707721018,108.40037108088598,Short
26,2020-11-18 00:00:00-05:00,2020-11-23 00:00:00-05:00,162.2133331298828,173.9499969482422,0.07235326216348646,116.24349154832053,Long
27,2020-12-22 00:00:00-05:00,2020-12-30 00:00:00-05:00,213.44667053222656,231.5933380126953,-0.08501733681401666,106.36077947491967,Short
28,2020-12-23 00:00:00-05:00,2020-12-30 00:00:00-05:00,215.32666015625,231.5933380126953,0.07554418874393692,114.39571827452525,Long
29,2021-01-29 00:00:00-05:00,2021-10-21 00:00:00-04:00,264.510009765625,298.0,-0.12661142867163913,99.91191294986928,Short
30,2021-02-01 00:00:00-05:00,2021-10-21 00:00:00-04:00,279.9366760253906,298.0,0.06452646445287864,106.35887544924812,Long
31,2021-11-09 00:00:00-05:00,2021-11-17 00:00:00-05:00,341.1666564941406,363.0033264160156,-0.06400587368727821,99.55128270172258,Short
32,2021-11-22 00:00:00-05:00,2021-11-23 00:00:00-05:00,385.6233215332031,369.6766662597656,-0.04135293272729215,95.43454520524261,Long
33,2021-11-23 00:00:00-05:00,2021-12-22 00:00:00-05:00,369.6766662597656,336.2900085449219,0.09031313242633363,104.05353792441062,Short
34,2021-12-22 00:00:00-05:00,2022-01-05 00:00:00-05:00,336.2900085449219,362.7066650390625,0.07855320057958805,112.22727636000262,Long
35,2022-01-05 00:00:00-05:00,2022-01-31 00:00:00-05:00,362.7066650390625,312.239990234375,0.139139088605533,127.84247730941466,Short
36,2022-01-31 00:00:00-05:00,2022-02-11 00:00:00-05:00,312.239990234375,286.6666564941406,-0.08190281366918568,117.37181871133457,Long
37,2022-02-15 00:00:00-05:00,2022-02-18 00:00:00-05:00,307.4766540527344,285.6600036621094,-0.07095384349695472,109.0438370555376,Long
38,2022-02-28 00:00:00-05:00,2022-03-07 00:00:00-05:00,290.1433410644531,268.1933288574219,-0.0756523038802232,100.79441955834652,Long
39,2022-03-08 00:00:00-05:00,2022-03-14 00:00:00-04:00,274.79998779296875,255.4566650390625,-0.07039055172185558,93.69944475515031,Long
40,2022-03-16 00:00:00-04:00,2022-04-06 00:00:00-04:00,280.07666015625,348.586669921875,0.244611634998091,116.61941913512092,Long
41,2022-04-06 00:00:00-04:00,2022-05-27 00:00:00-04:00,348.586669921875,253.2100067138672,0.273609611146013,148.52761305675526,Short
42,2022-05-27 00:00:00-04:00,2022-06-03 00:00:00-04:00,253.2100067138672,234.51666259765625,-0.07382545563191277,137.56249434891987,Long
43,2022-06-10 00:00:00-04:00,2022-06-15 00:00:00-04:00,232.22999572753906,233.0,-0.003315696880795431,137.10637881549272,Short
44,2022-06-15 00:00:00-04:00,2022-06-16 00:00:00-04:00,233.0,213.10000610351562,-0.08540769912654238,125.39643846528938,Long
45,2022-06-21 00:00:00-04:00,2022-06-30 00:00:00-04:00,237.0366668701172,224.47332763671875,-0.053001670160517586,118.75021779444847,Long
46,2022-07-01 00:00:00-04:00,2022-07-11 00:00:00-04:00,227.26333618164062,234.3433380126953,0.031153295335750873,122.44967840058366,Long
47,2022-07-11 00:00:00-04:00,2022-07-20 00:00:00-04:00,234.3433380126953,247.5,-0.05614267552420005,115.57502583809705,Short
48,2022-07-21 00:00:00-04:00,2022-07-26 00:00:00-04:00,271.7066650390625,258.8599853515625,-0.04728143008804392,110.11047333400919,Long
49,2022-07-26 00:00:00-04:00,2022-07-29 00:00:00-04:00,258.8599853515625,297.1499938964844,-0.14791783478207152,93.82317053161353,Short
50,2022-07-27 00:00:00-04:00,2022-07-29 00:00:00-04:00,274.82000732421875,297.1499938964844,0.0812531328766098,101.44659707372354,Long
51,2022-08-05 00:00:00-04:00,2022-08-15 00:00:00-04:00,288.1700134277344,309.32000732421875,-0.0733941524480938,94.00101006275433,Short
52,2022-08-10 00:00:00-04:00,2022-08-15 00:00:00-04:00,294.3566589355469,309.32000732421875,0.05083407469965981,98.77946443012786,Long
53,2022-08-22 00:00:00-04:00,2024-03-10 00:48:22.929992,289.913330078125,175.33999633789062,0.395198570929317,137.81696761007768,Short
54,2022-08-23 00:00:00-04:00,2024-03-10 00:48:22.880407,296.4533386230469,175.33999633789062,-0.40854099619082734,81.51308637065756,Long
